-- Found ament_cmake: 1.3.14 (/opt/ros/humble/share/ament_cmake/cmake)
-- Found ament_lint_auto: 0.12.15 (/opt/ros/humble/share/ament_lint_auto/cmake)
-- Added test 'lint_cmake' to check CMake code style
-- Added test 'xmllint' to check XML markup files
-- Configuring done
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/1.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/2.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/meshes/pine_tree.dae
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/textures/branch_2_diffuse.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/textures/bark_diffuse.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/pine_tree.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/caster_fp.glsl
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/caster_vp.glsl
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/textures/sb_back_10.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/textures/sb_front_10.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/scripts/finish_line.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/meshes/construction_cone.dae
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials/textures/cone.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials/textures/Construction_Cone_Diffuse.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/materials/scripts/Construction_Cone.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Construction_Cone_mini/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/textures/sb_back_5.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/textures/sb_front_5.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/scripts/finish_line.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/textures/sb_back_6.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/textures/sb_front_6.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/scripts/finish_line.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/meshes/postbox.dae
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials/textures/postbox_spec.jpg
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials/textures/postbox_diffuse.jpg
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/5.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/4.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/3.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/1.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/2.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Col.mtl
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Diffuse.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Metal.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade.dae
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Col.obj
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Normal.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/meshes/FoodCourtBarricade_Rough.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/LICENSE
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/meshes/track.dae
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/5.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/4.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/3.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/1.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/2.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/meshes/post_office.dae
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_diffuse.jpg
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_diffuse_old.jpg
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_spec.jpg
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/textures/sb_back_3.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/textures/sb_front_3.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/scripts/finish_line.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/meshes
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/meshes/fire_hydrant.dae
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials/textures/fire_hydrant_spec.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials/textures/fire_hydrant_diffuse.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model-1_4.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/textures/qr_code_p3.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/scripts/finish_line.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/textures
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/textures/barricade.png
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/textures/blue.png
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/scripts
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/scripts/barricade.material
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/model.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/model.config
-- Up-to-date: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/worlds
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/worlds/Raceway_2.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/worlds/Raceway_1.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/worlds/Raceway_3.sdf
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/environment/dream_world.dsv
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/ament_index/resource_index/package_run_dependencies/dream_world
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/ament_index/resource_index/parent_prefix_path/dream_world
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/environment/ament_prefix_path.sh
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/environment/ament_prefix_path.dsv
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/environment/path.sh
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/environment/path.dsv
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/local_setup.bash
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/local_setup.sh
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/local_setup.zsh
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/local_setup.dsv
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/package.dsv
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/ament_index/resource_index/packages/dream_world
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/cmake/dream_worldConfig.cmake
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/cmake/dream_worldConfig-version.cmake
-- Installing: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/package.xml
